no_keluarga,jumlah_indikator,kecamatan,kelurahan,ind_1,ind_2,ind_3,ind_4,ind_5,ind_6,ind_7,ind_8,jenis_kelamin,status_kawin,umur,ijazah_tertinggi,status_pekerjaan,jenis_lantai,jenis_dinding,jenis_atap,sumber_penerangan,daya_listrik,fasilitas_bab,sumber_air,bahan_bakar,bantuan_sembako,bantuan_pkh,bantuan_blt,subsidi_listrik,subsidi_lpg,bantuan_pemda,bantuan_non_pemerintah,jenis_disabilitas,butuh_pangan,butuh_sandang,butuh_kesehatan,butuh_pendidikan,butuh_dokumen,status_keluarga
41,3,bontang_selatan,tanjung_laut,Tidak ada nama Kepala Keluarga,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,2,1,29,4,4,2,1,3,1,1,3,03,05,1,2,1,1,1,2,2,0,1,2,1,0,0,3
42,2,bontang_selatan,berbas_tengah,Tidak ada nama Kepala Keluarga,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,2,2,34,3,,6,1,3,1,2,1,02,04,2,2,2,2,2,2,2,0,2,2,0,0,0,4
42,3,bontang_selatan,berbas_tengah,Tidak ada nama Kepala Keluarga,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,2,1,9,,,6,1,3,1,2,1,02,04,2,2,2,2,2,2,2,0,2,2,0,0,0,4
42,3,bontang_selatan,berbas_tengah,Tidak ada nama Kepala Keluarga,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,2,1,7,,,6,1,3,1,2,1,02,04,2,2,2,2,2,2,2,0,2,2,0,0,0,4
44,4,bontang_utara,gunung_elai,Tidak,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,1,2,45,1,1,7,5,3,1,1,1,02,04,1,2,2,1,2,2,2,0,1,1,0,0,6,2
44,5,bontang_utara,gunung_elai,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,2,1,17,,,7,5,3,1,1,1,02,04,1,2,2,1,2,2,2,0,1,1,0,4,6,2
44,4,bontang_utara,gunung_elai,Tidak,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,1,1,13,1,,7,5,3,1,1,1,02,04,1,2,2,1,2,2,2,0,1,1,0,5,"2,6",2
44,4,bontang_utara,gunung_elai,Tidak,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,2,1,9,,,7,5,3,1,1,1,02,04,1,2,2,1,2,2,2,0,1,1,10,4,6,2
45,2,bontang_utara,gunung_elai,Tidak ada nama Kepala Keluarga,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,,,,,,7,3,3,3,0,1,03,04,2,2,2,2,2,2,2,,,,,,,2
46,2,bontang_selatan,berbas_pantai,Tidak ada nama Kepala Keluarga,Tidak,Memenuhi Kriteria,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,,,,,,5,5,3,1,2,1,03,04,2,2,2,1,2,2,2,,,,,,,2
49,1,bontang_selatan,berbas_pantai,Tidak ada nama Kepala Keluarga,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,2,2,50,3,1,5,3,3,1,2,1,03,04,1,2,1,1,1,2,1,0,1,2,0,0,0,3
49,1,bontang_selatan,berbas_pantai,Tidak ada nama Kepala Keluarga,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,1,1,20,,,5,3,3,1,2,1,03,04,1,2,1,1,1,2,1,0,1,2,0,0,0,3
49,1,bontang_selatan,berbas_pantai,Tidak ada nama Kepala Keluarga,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,1,1,18,,,5,3,3,1,2,1,03,04,1,2,1,1,1,2,1,0,1,2,0,0,0,3
49,1,bontang_selatan,berbas_pantai,Tidak ada nama Kepala Keluarga,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,1,1,15,,,5,3,3,1,2,1,03,04,1,2,1,1,1,2,1,0,1,2,0,0,0,3
49,3,bontang_selatan,berbas_pantai,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,1,2,51,3,,5,3,3,1,2,1,03,04,1,2,1,1,1,2,1,0,2,2,0,0,0,3
50,1,bontang_selatan,berbas_tengah,Tidak ada nama Kepala Keluarga,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,2,2,43,3,,2,1,1,1,2,1,03,04,1,1,1,2,2,2,2,0,1,1,0,0,0,2
50,1,bontang_selatan,berbas_tengah,Tidak ada nama Kepala Keluarga,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,2,1,22,,,2,1,1,1,2,1,03,04,1,1,1,2,2,2,2,0,1,1,0,0,0,2
50,1,bontang_selatan,berbas_tengah,Tidak ada nama Kepala Keluarga,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,1,1,15,,,2,1,1,1,2,1,03,04,1,1,1,2,2,2,2,0,2,1,0,0,0,2
51,1,bontang_utara,bontang_baru,Tidak,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,1,2,56,3,4,2,3,3,1,3,1,02,04,2,1,2,2,1,2,2,0,1,1,1,0,0,1
51,1,bontang_utara,bontang_baru,Tidak,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,2,2,55,3,1,2,3,3,1,3,1,02,04,2,1,2,2,1,2,2,0,1,1,1,0,0,1
51,2,bontang_utara,bontang_baru,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,2,1,13,,,2,3,3,1,3,1,02,04,2,1,2,2,1,2,2,0,1,1,1,"1,2,4",0,1
53,4,bontang_selatan,berbas_pantai,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,1,2,60,8,,7,5,3,1,2,1,02,04,2,1,2,2,2,2,2,0,1,2,1,4,0,1
53,4,bontang_selatan,berbas_pantai,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,2,2,48,8,1,7,5,3,1,2,1,02,04,2,1,2,2,2,2,2,0,1,1,0,0,0,1
53,5,bontang_selatan,berbas_pantai,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,2,1,23,3,4,7,5,3,1,2,1,02,04,2,1,2,2,2,2,2,0,1,2,0,0,0,1
53,4,bontang_selatan,berbas_pantai,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,2,1,11,,,7,5,3,1,2,1,02,04,2,1,2,2,2,2,2,0,1,2,0,0,0,1
54,3,bontang_selatan,tanjung_laut,Tidak ada nama Kepala Keluarga,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,2,1,0,,,3,1,3,1,1,3,04,04,2,2,2,2,2,2,2,0,2,2,0,0,0,5
54,3,bontang_selatan,tanjung_laut,Tidak ada nama Kepala Keluarga,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,2,1,0,,,3,1,3,1,1,3,04,04,2,2,2,2,2,2,2,0,2,2,0,0,0,5
54,3,bontang_selatan,tanjung_laut,Tidak ada nama Kepala Keluarga,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,2,1,0,,,3,1,3,1,1,3,04,04,2,2,2,2,2,2,2,0,1,2,"10,00",0,0,5
54,3,bontang_selatan,tanjung_laut,Tidak ada nama Kepala Keluarga,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,2,1,0,,,3,1,3,1,1,3,04,04,2,2,2,2,2,2,2,0,2,2,0,0,0,5
54,3,bontang_selatan,tanjung_laut,Tidak ada nama Kepala Keluarga,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,2,1,0,,,3,1,3,1,1,3,04,04,2,2,2,2,2,2,2,0,2,2,0,0,0,5
54,3,bontang_selatan,tanjung_laut,Tidak ada nama Kepala Keluarga,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,2,1,0,,,3,1,3,1,1,3,04,04,2,2,2,2,2,2,2,0,2,2,0,0,0,5
54,3,bontang_selatan,tanjung_laut,Tidak ada nama Kepala Keluarga,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,2,1,0,,,3,1,3,1,1,3,04,04,2,2,2,2,2,2,2,0,2,2,0,0,0,5
55,1,bontang_selatan,berbas_tengah,Tidak ada nama Kepala Keluarga,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,2,2,42,3,1,2,1,3,1,2,1,03,04,1,2,1,1,2,2,2,0,1,1,0,0,0,3
55,0,bontang_selatan,berbas_tengah,Tidak ada nama Kepala Keluarga,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,2,1,3,1,2,1,03,04,1,2,1,1,2,2,2,,,,,,,3
55,1,bontang_selatan,berbas_tengah,Tidak ada nama Kepala Keluarga,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,1,1,17,,,2,1,3,1,2,1,03,04,1,2,1,1,2,2,2,0,1,1,0,4,0,3
55,0,bontang_selatan,berbas_tengah,Tidak ada nama Kepala Keluarga,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,1,1,10,,,2,1,3,1,2,1,03,04,1,2,1,1,2,2,2,0,1,1,0,4,0,3
55,0,bontang_selatan,berbas_tengah,Tidak ada nama Kepala Keluarga,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,2,1,6,,,2,1,3,1,2,1,03,04,1,2,1,1,2,2,2,0,1,1,0,0,0,3
56,5,bontang_selatan,berbas_pantai,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,1,2,34,1,,7,5,3,2,0,1,02,04,2,2,2,2,2,2,2,0,1,2,0,0,0,2
56,5,bontang_selatan,berbas_pantai,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,2,2,31,3,,7,5,3,2,0,1,02,04,2,2,2,2,2,2,2,0,2,2,0,0,0,2
56,4,bontang_selatan,berbas_pantai,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,2,1,7,,,7,5,3,2,0,1,02,04,2,2,2,2,2,2,2,0,2,1,0,0,0,2
56,4,bontang_selatan,berbas_pantai,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,2,1,3,,,7,5,3,2,0,1,02,04,2,2,2,2,2,2,2,0,2,2,0,0,0,2
57,5,bontang_barat,gunung_telihan,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Memenuhi Kriteria,1,2,66,8,6,6,1,3,1,1,1,02,05,2,2,2,2,2,2,2,0,1,2,0,0,0,3
57,5,bontang_barat,gunung_telihan,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Memenuhi Kriteria,2,2,59,8,1,6,1,3,1,1,1,02,05,2,2,2,2,2,2,2,0,1,2,0,0,0,3
57,5,bontang_barat,gunung_telihan,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Memenuhi Kriteria,2,1,26,3,7,6,1,3,1,1,1,02,05,2,2,2,2,2,2,2,0,2,2,0,0,0,3
57,5,bontang_barat,gunung_telihan,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Memenuhi Kriteria,1,1,23,3,,6,1,3,1,1,1,02,05,2,2,2,2,2,2,2,0,2,2,0,0,0,3
59,3,bontang_selatan,berbas_pantai,Memenuhi Kriteria,Tidak,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Tidak,2,2,40,8,,5,5,3,1,2,1,02,04,1,1,2,2,2,2,2,0,2,2,0,0,0,3
59,3,bontang_selatan,berbas_pantai,Memenuhi Kriteria,Tidak,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Tidak,1,1,16,,,5,5,3,1,2,1,02,04,1,1,2,2,2,2,2,0,2,2,0,0,0,3
59,2,bontang_selatan,berbas_pantai,Tidak,Tidak,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Tidak,1,2,48,,8,5,5,3,1,2,1,02,04,1,1,2,2,2,2,2,0,2,2,0,0,0,3
60,4,bontang_utara,bontang_baru,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,1,2,50,,4,6,3,3,1,3,1,02,04,2,2,2,2,1,2,2,0,1,1,1,0,0,2
60,3,bontang_utara,bontang_baru,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,2,2,47,1,7,6,3,3,1,3,1,02,04,2,2,2,2,1,2,2,0,1,1,1,0,0,2
60,3,bontang_utara,bontang_baru,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,2,1,13,,,6,3,3,1,3,1,02,04,2,2,2,2,1,2,2,0,1,1,1,"1,4,2",0,2
61,1,bontang_selatan,berbas_tengah,Tidak ada nama Kepala Keluarga,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,2,2,60,1,,2,3,3,1,2,1,03,05,1,1,1,2,2,2,2,0,1,1,10,5,6,2
61,1,bontang_selatan,berbas_tengah,Tidak ada nama Kepala Keluarga,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,2,1,18,,,2,3,3,1,2,1,03,05,1,1,1,2,2,2,2,0,1,1,10,5,6,2
61,1,bontang_selatan,berbas_tengah,Tidak ada nama Kepala Keluarga,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,2,1,23,,,2,3,3,1,2,1,03,05,1,1,1,2,2,2,2,0,1,1,0,0,6,2
61,1,bontang_selatan,berbas_tengah,Tidak ada nama Kepala Keluarga,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,2,1,18,3,4,2,3,3,1,2,1,03,05,1,1,1,2,2,2,2,0,1,1,0,0,2,2
62,1,bontang_selatan,berbas_pantai,Tidak ada nama Kepala Keluarga,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,2,1,19,,,2,1,3,1,4,1,02,04,2,2,2,2,2,2,2,5,2,1,0,3,0,4
62,1,bontang_selatan,berbas_pantai,Tidak ada nama Kepala Keluarga,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,2,1,16,,,2,1,3,1,4,1,02,04,2,2,2,2,2,2,2,0,1,1,0,3,0,4
63,2,bontang_selatan,tanjung_laut,Tidak ada nama Kepala Keluarga,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,2,2,63,1,,4,1,3,1,2,1,03,05,1,1,2,2,2,2,2,0,1,2,0,0,0,2
63,2,bontang_selatan,tanjung_laut,Tidak ada nama Kepala Keluarga,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,1,1,34,3,4,4,1,3,1,2,1,03,05,1,1,2,2,2,2,2,0,1,2,0,0,0,2
63,1,bontang_selatan,tanjung_laut,Tidak ada nama Kepala Keluarga,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,1,1,30,3,4,4,1,3,1,2,1,03,05,1,1,2,2,2,2,2,0,2,2,0,0,0,2
63,1,bontang_selatan,tanjung_laut,Tidak ada nama Kepala Keluarga,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,1,1,25,3,4,4,1,3,1,2,1,03,05,1,1,2,2,2,2,2,0,2,2,0,0,0,2
63,1,bontang_selatan,tanjung_laut,Tidak ada nama Kepala Keluarga,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,1,1,20,3,4,4,1,3,1,2,1,03,05,1,1,2,2,2,2,2,0,2,2,0,0,0,2
63,1,bontang_selatan,tanjung_laut,Tidak ada nama Kepala Keluarga,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,,,,,,4,1,3,1,2,1,03,05,1,1,2,2,2,2,2,,,,,,,2
66,1,bontang_selatan,berbas_pantai,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,1,2,50,1,1,2,1,3,1,2,1,02,04,2,1,2,2,2,1,2,0,2,2,0,0,0,2
66,2,bontang_selatan,berbas_pantai,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,2,2,39,1,,2,1,3,1,2,1,02,04,2,1,2,2,2,1,2,0,2,2,0,0,0,2
66,1,bontang_selatan,berbas_pantai,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,2,1,13,,,2,1,3,1,2,1,02,04,2,1,2,2,2,1,2,0,2,2,0,0,0,2
66,1,bontang_selatan,berbas_pantai,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,2,1,8,,8,2,1,3,1,2,1,02,04,2,1,2,2,2,1,2,0,2,2,0,0,0,2
67,2,bontang_barat,gunung_telihan,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,1,4,74,1,,2,1,3,1,2,1,03,05,1,2,2,1,2,2,2,0,1,2,0,0,0,3
68,2,bontang_barat,kanaan,Tidak,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,2,5,49,2,4,6,1,3,1,2,1,03,05,2,2,2,2,2,2,2,0,1,2,0,"2,1",0,3
68,2,bontang_barat,kanaan,Tidak,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,1,1,26,3,2,6,1,3,1,2,1,03,05,2,2,2,2,2,2,2,0,2,2,0,0,0,3
68,3,bontang_barat,kanaan,Tidak,Tidak,Memenuhi Kriteria,Memenuhi Kriteria,Memenuhi Kriteria,Tidak,Tidak,Tidak,2,1,22,,,6,1,3,1,2,1,03,05,2,2,2,2,2,2,2,0,2,2,0,0,0,3
68,2,bontang_barat,kanaan,Tidak,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,2,1,15,,,6,1,3,1,2,1,03,05,2,2,2,2,2,2,2,0,1,2,0,2,0,3
69,2,bontang_selatan,berbas_pantai,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,2,4,52,8,,5,1,3,1,2,1,02,04,1,2,2,2,2,2,2,0,2,2,0,0,0,2
70,3,bontang_selatan,berbas_pantai,Memenuhi Kriteria,Tidak,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Tidak,2,2,67,1,,5,7,3,1,2,1,02,04,2,2,2,2,2,2,2,0,1,1,0,0,0,2
70,3,bontang_selatan,berbas_pantai,Memenuhi Kriteria,Tidak,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Tidak,1,2,69,,,5,7,3,1,2,1,02,04,2,2,2,2,2,2,2,0,1,1,0,0,0,2
71,3,bontang_selatan,berbas_pantai,Tidak ada nama Kepala Keluarga,Tidak,Memenuhi Kriteria,Tidak,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,2,2,39,1,,5,5,4,1,1,1,02,04,2,2,2,1,2,2,2,2,1,1,0,5,0,1
71,3,bontang_selatan,berbas_pantai,Tidak ada nama Kepala Keluarga,Tidak,Memenuhi Kriteria,Tidak,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,1,1,13,,,5,5,4,1,1,1,02,04,2,2,2,1,2,2,2,2,2,2,0,0,6,1
71,3,bontang_selatan,berbas_pantai,Tidak ada nama Kepala Keluarga,Tidak,Memenuhi Kriteria,Tidak,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,1,1,3,,,5,5,4,1,1,1,02,04,2,2,2,1,2,2,2,0,1,1,0,0,0,1
71,3,bontang_selatan,berbas_pantai,Tidak ada nama Kepala Keluarga,Tidak,Memenuhi Kriteria,Tidak,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,2,2,39,1,,5,5,4,1,1,1,02,04,2,2,2,1,2,2,2,5,2,2,0,0,0,1
72,3,bontang_barat,kanaan,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,2,4,66,8,,6,1,3,1,2,1,02,05,1,1,2,2,2,2,2,0,1,2,"01,09",0,0,3
73,1,bontang_selatan,tanjung_laut,Tidak ada nama Kepala Keluarga,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,2,2,37,3,4,4,1,3,1,2,1,03,05,2,2,2,2,2,2,2,0,1,1,0,0,0,2
73,1,bontang_selatan,tanjung_laut,Tidak ada nama Kepala Keluarga,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,1,1,6,,,4,1,3,1,2,1,03,05,2,2,2,2,2,2,2,0,1,1,0,0,0,2
73,1,bontang_selatan,tanjung_laut,Tidak ada nama Kepala Keluarga,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,2,1,3,,,4,1,3,1,2,1,03,05,2,2,2,2,2,2,2,0,1,1,0,0,0,2
74,2,bontang_utara,gunung_elai,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Memenuhi Kriteria,1,2,61,2,4,2,1,3,1,1,1,03,11,2,2,1,2,2,2,2,0,1,1,0,0,6,4
74,2,bontang_utara,gunung_elai,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Memenuhi Kriteria,2,2,50,1,1,2,1,3,1,1,1,03,11,2,2,1,2,2,2,2,0,1,1,0,0,0,4
74,2,bontang_utara,gunung_elai,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Memenuhi Kriteria,1,2,23,1,3,2,1,3,1,1,1,03,11,2,2,1,2,2,2,2,0,1,1,0,0,6,4
74,2,bontang_utara,gunung_elai,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Memenuhi Kriteria,1,1,20,3,1,2,1,3,1,1,1,03,11,2,2,1,2,2,2,2,0,1,1,0,0,0,4
74,2,bontang_utara,gunung_elai,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Memenuhi Kriteria,2,1,17,,,2,1,3,1,1,1,03,11,2,2,1,2,2,2,2,0,1,1,0,4,6,4
74,2,bontang_utara,gunung_elai,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Memenuhi Kriteria,2,1,16,,,2,1,3,1,1,1,03,11,2,2,1,2,2,2,2,0,1,1,0,0,0,4
74,2,bontang_utara,gunung_elai,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Memenuhi Kriteria,2,1,14,1,,2,1,3,1,1,1,03,11,2,2,1,2,2,2,2,0,1,1,0,"0,5",0,4
74,2,bontang_utara,gunung_elai,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Memenuhi Kriteria,2,1,12,,,2,1,3,1,1,1,03,11,2,2,1,2,2,2,2,0,1,1,0,"4,1",6,4
74,2,bontang_utara,gunung_elai,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Memenuhi Kriteria,1,1,9,,,2,1,3,1,1,1,03,11,2,2,1,2,2,2,2,0,1,1,0,"4,1",6,4
75,3,bontang_selatan,tanjung_laut,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Memenuhi Kriteria,1,1,72,1,,2,1,3,1,1,1,02,06,2,2,2,2,2,2,2,0,2,2,0,0,0,1
75,3,bontang_selatan,tanjung_laut,Memenuhi Kriteria,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Memenuhi Kriteria,2,1,68,1,,2,1,3,1,1,1,02,06,2,2,2,2,2,2,2,0,2,2,0,0,0,1
76,0,bontang_selatan,berbas_pantai,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,1,2,48,8,3,2,1,3,1,2,1,02,04,1,2,2,2,1,2,2,0,2,2,0,0,0,4
76,0,bontang_selatan,berbas_pantai,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,1,1,25,3,3,2,1,3,1,2,1,02,04,1,2,2,2,1,2,2,0,2,2,0,0,0,4
76,0,bontang_selatan,berbas_pantai,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,1,1,29,4,,2,1,3,1,2,1,02,04,1,2,2,2,1,2,2,0,2,2,0,0,0,4
76,1,bontang_selatan,berbas_pantai,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,1,2,48,1,,2,1,3,1,2,1,02,04,1,2,2,2,1,2,2,0,2,2,0,0,0,4
76,1,bontang_selatan,berbas_pantai,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,Tidak,2,2,43,7,,2,1,3,1,2,1,02,04,1,2,2,2,1,2,2,0,2,2,0,0,0,4
77,1,bontang_selatan,berbas_pantai,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,1,2,34,3,4,5,1,3,1,2,1,02,04,2,2,2,2,2,2,2,0,2,2,0,0,0,4
77,1,bontang_selatan,berbas_pantai,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,2,2,30,2,,5,1,3,1,2,1,02,04,2,2,2,2,2,2,2,0,2,2,0,0,0,4
77,1,bontang_selatan,berbas_pantai,Tidak,Tidak,Memenuhi Kriteria,Tidak,Tidak,Tidak,Tidak,Tidak,1,1,9,,,5,1,3,1,2,1,02,04,2,2,2,2,2,2,2,0,2,2,0,0,0,4
